pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
52,Guizhou,1955,1586.77,122.64,1464.13,11.61,143.2,1.68,103.4,600.8,7.28,126.8,4.83,125.1,426.35,0.31,9.77,326,297.5,439.2,60.4,,210.01,2180.67,176.9,,,,81.9,-27.6,71.84,66.34,5.501,,26.9,2.35,145.8,,,71,,,1.14,0.36,0.41,0.4,,4853,97.05,2.97,0.22,,,,,,,,,
52,Guizhou,1956,1628.09,147.07,1481.02,14.65,170.4,2.01,99,601.3,8.87,140.7,6.17,147.4,486.5,0.31,9.77,357.1,327.6,367.8,68.1,,240.08,2502,206.07,,,,77.1,-23.5,93.6,,42,51.6,32.8,3.25,198.5,,,84,,,3.72,0.42,1.21,1.05,,5674,148.99,5.18,0.32,,,,,,,,,
52,Guizhou,1957,1680.86,165.48,1515.38,16.3,184,2.2,102.1,609.9,9.73,146.1,6.74,158.3,535.6,0.27,9.96,313,341.7,615,79.1,,278.07,2614.67,272.37,,,,97.7,-33.8,,,,,36.3,3.49,213.8,,,138,,,3.16,0.5,1.13,1.19,148,5932,154.12,6.24,0.36,,,,,,,,,
52,Guizhou,1958,1710.02,344.41,1365.61,20.36,220.7,4.61,100.7,422.3,10.5,150.8,9.87,167.7,524.9,0.19,12.42,346.6,319.6,424.4,73,,305.27,2486,265.59,,,,132.1,-19.8,,,,,186,6.02,349.1,,,446,1,0.04,5.57,0.78,5.21,5.22,293,10223,242.74,10.28,0.69,,,,,,,,,
52,Guizhou,1959,1743.96,350.28,1393.68,23.51,231.7,5.98,99.5,497.5,10.05,122.5,9.06,131.7,423.2,0.15,5.47,318.7,293.7,280,73.9,,323.8,2193.33,127.8,,0.1,,156.6,-28.4,,,,,101.4,9.01,492.9,,,485,3.13,2,9.15,2.13,6.51,6.51,301,13196,232.61,13.96,0.99,,,,,,,,,
52,Guizhou,1960,1642.99,359.04,1283.95,22.94,222.9,5.8,101.1,506.9,8.6,102,7.69,109.5,316.15,0.05,7.27,280.3,258.8,136.7,65.7,,304.4,2406,227.2,,0.1,,129.9,-17.3,,,,,57.9,9.49,510.1,,,529,4.26,3.5,30.51,4.16,7.82,7.79,444,13565,212.32,16.5,1.23,,,,,,,,,
52,Guizhou,1961,1623.53,270.89,1352.64,18.05,139.5,2.71,124.6,568,9.19,84.5,9.45,101.7,324.95,0.01,2,256,237.6,122.8,58.6,,281.7,2312.67,98.32,,0.1,,79.4,-0.7,,,,,37.3,5.17,236.2,,,340,2.04,1.29,7.32,3.2,1.62,1.62,473,13114,88,7.76,1.1,,,,,,,,,
52,Guizhou,1962,1664.29,205.96,1458.33,16.52,123.5,2.81,100.5,637.1,11.01,95.2,11.15,107.9,365.5,0.02,2.03,257,239.5,261.4,64.3,,301.27,2370.67,79.63,,0.1,,78.7,-2.5,,,,,30.7,2.93,143.1,,,294,0.27,0.19,7.76,3.28,0.84,1.8,479,12125,87.12,7.78,1.03,,,,,,,,,
52,Guizhou,1963,1703.56,202.88,1500.68,16.8,134.1,3.09,98.8,652.3,11.13,107.4,9.99,109,372.3,0.09,3.9,285,263.9,449.7,81.1,,326.2,2214,123.67,,0.3,,78.8,-5.5,,,,,31.4,2.97,142.4,,,288,0.37,0.2,12.85,3.21,1.35,1.32,491,14302,122.18,8.97,0.91,,,,,,,,,
52,Guizhou,1964,1751.99,213.09,1538.9,19.75,157.4,3.59,97.2,684.2,13.07,125.5,11.49,125.7,455.65,0.12,8.11,316.9,291.6,522.3,90.5,,366,2266,162.21,,0.5,,88.2,-12.5,,,,,39.1,3.74,179.9,,,246,1.03,0.72,23.17,4.14,3.52,3.57,632,15574,172.16,10.25,0.64,,,,,,,,,
52,Guizhou,1965,1820.71,225.52,1595.19,24.41,188.4,3.35,98.5,700.1,15.25,138.8,12.9,135.3,489.6,0.2,8.61,341.9,314.9,617.7,100,,410,2299.33,195.29,,1.1,,86.2,-10.5,,,,,65.7,5.63,269.5,,,332,2.19,1.29,27.09,5.88,8.95,8.63,756,17148,258.49,10.93,0.71,,,,,,,,,
52,Guizhou,1966,1885,235.88,1649.12,24.78,183.5,3.54,102,691.8,14.9,126.9,12.74,125,474,0.12,7.29,354.6,327.2,563.9,113.5,,410,2427.33,194.33,,2.5,,80.7,5,,,,,65,6.04,288,,,269,3,1.83,37.63,8.6,10.1,8.64,904,18444,246.5,10.92,0.32,,,,,,,,,
52,Guizhou,1967,1957,244.85,1712.15,23.99,175.7,2.62,101.6,739.4,15.91,137,14.38,141.4,516.3,0.07,6.78,353.3,327.1,498.3,109.2,,,2638,176.47,,2.4,,84.2,,,,,,89.2,4.66,225,,,233,2.51,1.68,33.32,12.73,6.11,5.16,906,19398,192.19,10.92,0.49,,,,,,,,,
52,Guizhou,1968,2035,254.52,1780.48,21.38,158.4,2.33,100,740.2,14.16,122.2,13.26,130.3,485.05,0.08,4.56,345.5,266.3,536,109,,413.33,2490.67,129.51,,2.3,,82.7,-7.5,,,,,91,4.2,202.5,,,263,2.7,2.07,33.9,10.4,5.27,3,906,20509,183.51,1.16,0.35,,,,,,,,,
52,Guizhou,1969,2108,264.26,1843.74,21.12,156.9,1.86,99.8,774.6,13.82,119.3,12.7,124.8,464.85,0.07,3.31,360.1,332.1,530,110.5,,348.73,2548,111.55,,1.7,,74.1,,,,,,93.8,4.33,207.5,,,236,1.36,0.89,16.96,9.56,6.23,3.9,926,21193,179.3,7.61,0.21,,,,,,,,,
52,Guizhou,1970,2180.46,277.25,1843.74,28.36,212.2,3.36,99.6,793.6,15.15,132.2,14.01,138.8,516.45,0.13,4.74,375.1,343.9,606.3,131.3,,431.53,2333.33,109.91,,5.7,,94.3,,,,,,96,9.56,427.1,,,594,4.66,2.54,50,15.42,12.74,12.33,962,22433,203.3,14.12,,,,,,,,,,
52,Guizhou,1971,2259,271.78,1903.21,32.29,265.3,3.76,99.4,835.5,15.93,145.9,15.96,154.6,557.95,0.11,7.06,384,350.9,674.4,138.7,,453.07,2477.33,164.11,,9.7,,93.3,,,,,,99.1,12.06,646.2,,,802,6.11,3.36,75.27,24.03,16.53,16.35,969,23983,239.52,23.27,,,,,,,,,,
52,Guizhou,1972,2323.21,281.49,1987.22,29.62,254.4,3.34,99.2,843.1,13.55,131.8,13.03,122.4,428.25,0.08,7.64,393.8,358.3,664.8,136.5,,382.27,2510,194.09,,10.3,,63.1,30,,,,,91.4,11.9,621.6,,,923,3.76,2.15,78.38,22.37,11.56,11.48,1010,23222,295.48,45.05,0.26,,,,,,,,,
52,Guizhou,1973,2395.23,292.14,2041.72,28.39,249.1,1.05,99,867.9,15.62,157,17.05,159,598.95,0.07,7.92,404.5,367.4,693.5,148.9,,400.06,2588,176.46,,9.4,,94.8,17,,,,,86.4,8.2,430.2,,,683,1.63,0.66,42.2,21.06,7.61,7.54,1023,24854,215.89,46.56,0.54,,,,,,,,,
52,Guizhou,1974,2463.41,296.18,2103.09,24.48,223.7,0.72,100.1,888.1,14.52,146.6,15.39,141.8,543.55,0.07,7.57,411.9,372.5,694.7,141.7,,434.67,2516,169.27,,8,,88.5,,,,,,83.4,5.79,294.2,9.52,7.32,798,0.85,0.45,44.06,17.18,5.9,5.45,1301,25287,350.58,59.82,0.6,,,,,,,,,
52,Guizhou,1975,2530.95,298.31,2167.23,31.1,247.4,1.54,100.1,861.1,16.16,134.7,15.5,141.7,538.91,0.07,7.14,419,347.7,729.3,152.8,,437.13,2497.33,170.91,,9.9,,81,35,,,,,87.5,9.46,494.6,15.12,9.03,1104,3.84,2.28,81.26,28.59,7.3,6.85,1365,25893,417.93,76.41,0.74,,,,,,,,,
52,Guizhou,1976,2585.11,301.44,2232.64,29.3,231,1.01,101.2,887.1,16.94,141.6,16.55,149.2,569.7,0.06,8.44,407.2,362.8,722.2,147.1,,445.13,2610,199.07,,10.4,,88.3,17.5,,,,,90.2,8,420.4,13.73,8.53,1052,1.51,1.01,57.08,24.82,6.29,6.44,1366,25903,426.29,108.64,0.69,,,,,,,,,
52,Guizhou,1977,2640.14,315.97,2283.67,37.72,296.9,2.43,99.8,868,18.07,144,18.87,170.2,666.1,0.05,5.95,392.7,346.9,731.7,145,,496,2608.67,168.25,,13.1,,99.8,27.5,,,,,109.2,13.5,715.6,20.23,11.46,1396,5.01,2.72,91.76,31.9,6.63,7.2,1366,25903,423.14,133.1,1,,,,,,,,,
52,Guizhou,1978,2686.4,323.97,2324.17,46.62,367.3,6.26,100.3,872.9,19.42,153.5,19.19,171.5,643.36,0.4,9.89,402.7,355.7,787.5,174,111.2,502,2698.07,217.83,,18.6,,83.9,25,,,,,108.3,18.73,982.5,27.37,13.48,1669,8.73,4.95,130.93,41.43,9.28,10.93,1366,25954,423.6,137.17,1.33,,,,,,,,,
52,Guizhou,1979,2730.99,520.82,2210.17,55.28,407.7,6.54,102.9,873.9,23.29,157.8,21.52,168.1,623.05,0.3,10.9,415.8,369.1,875.1,207.4,128.2,469.5,2551.3,207.4,,21,,66.6,45,,,,,105.6,22.41,1152.4,30.28,14.47,1636,9.11,6.48,148.38,44.9,9.26,11.94,1408,26166,413.71,126.07,1.78,,,,,,,,,
53,Yunan,1950,1626.73,79.01,1547.72,9.53,81.5,0.7,,678,6.44,88.8,5.9,87.9,402.75,0.05,2.56,370.88,,297,215.94,,,2539,,,,,,,,,,,21.7,1.11,60.5,0.8,1.43,23,0.04,0.03,0.4,0.5,,0.07,656,3388,55.84,2.36,0.25,1431,20,34,40,139,22112,52430,27379,127406
53,Yunan,1951,1660.23,80.62,1579.61,10.54,89.7,1.51,107.7,692,6.76,89.4,6.21,92.4,417.95,0.17,3.2,384.22,,318.68,227.22,,,,,,,,,,,,,,22.8,1.41,77.3,1.12,1.75,23,0.12,0.08,0.4,0.53,,0.23,656,4168,91.68,3.78,0.24,,,,,,,,,
53,Yunan,1952,1695.12,82.26,1612.86,11.78,100,1.87,95.3,708.9,7.27,100,6.72,100,450.7,0.25,3.37,401.04,,369.58,252.56,,,2729.3,,18.44,,,,,23.43,23.43,,,25.5,1.82,100,1.44,2.19,28,0.25,0.13,0.77,0.52,,0.59,656,5339,114.85,5.4,0.33,,,,,,,,,
53,Yunan,1953,1730.6,83.94,1646.66,14.86,120.8,2.02,103.4,712.4,8.87,114.7,7.71,107.7,478.47,0.27,3.91,412.37,,486,259.87,,,2484.7,,20.52,,,90.9,-3.9,39.01,39.03,0.004,,31.8,2.88,157.1,1.99,3.75,41,0.35,0.22,1.31,0.75,1.38,1.49,667,5961,101.14,5.9,0.32,,,,,,,,,
53,Yunan,1954,1767.75,193.82,1573.93,17.03,139,2.27,100.5,726.1,9.92,129.8,8.23,116.4,510.84,0.21,5.81,457.94,,554.23,330.25,,,2923.2,,18.79,,,109.7,-4.1,66.06,65.85,0.203,,31.4,3.57,191.7,2.63,4.43,80,0.49,0.32,1.64,0.93,1.57,1.77,667,6788,106.81,6.36,0.38,,,,,,,,,
53,Yunan,1955,1805.83,201.49,1604.34,18.34,151.2,2.36,99.8,740.3,10.44,139.9,8.69,126.2,541.65,0.29,8.45,511.08,,603.82,383.44,,,3037.3,,24.38,,,110.4,-5.4,66.44,61.6,4.835,,33,4.13,220.3,3.14,4.82,109,0.72,0.52,3.03,1.35,1.5,1.61,667,7577,120.87,6.98,0.41,,,,,,,,,
53,Yunan,1956,1841.63,217.72,1623.91,21.33,177.8,2.61,97.9,747.1,11.6,154.7,10.01,144.7,601.36,0.5,7.27,530.01,270,476.54,434.31,,,3219.3,,26.16,,,93.8,-5.1,80.4,,52.5,27.9,36.6,5.11,293.9,4.57,5.25,142,1.46,0.96,3.69,1.85,2.47,2.68,667,10404,153.35,10.45,0.62,,,,,,,,,
53,Yunan,1957,1896.78,237.13,1659.65,22.53,177.1,2.92,101.3,827.3,12.47,150.8,10.32,137.8,583.2,0.35,8.01,531.64,266.96,650.13,459.48,,444.7,3364,,24.29,0.55,0.04,98.4,-7,,,,,39.6,5.43,307.1,4.83,6.36,192,1.7,1.38,4.02,2.41,2.81,2.9,667,11982,149.5,11.23,0.7,,,,,,,,,
53,Yunan,1958,1914.48,349.69,1564.79,23.21,189.1,6.35,98.3,749.2,9.57,128.3,9.77,135.9,543.97,0.71,7.78,521.95,238.67,589.67,435.63,,,3218.7,,31.79,,,163.5,-5.8,,,,,114.7,7.99,445.6,9.69,8.01,715,5.08,1.93,17.71,4.09,7.36,7.5,843,18987,231.66,16.69,0.89,,,,,,,,,
53,Yunan,1959,1911.93,347.61,1564.32,25.35,206.5,8.51,99.6,783.4,9,116.9,9.67,130.4,507.15,1.13,6.72,503.45,,552.76,460.31,,,3075.3,,50.65,,,133.9,-6,,,,,68,10.01,577.5,15.54,10.37,970,15.38,5.69,31.75,6.68,10.77,10.35,963,20214,218.24,17.18,1.17,,,,,,,,,
53,Yunan,1960,1894.55,305.25,1589.3,25.43,199.7,9.55,99,768.4,8.83,109.7,9.89,127.4,489.35,0.56,4.3,465.39,,552.41,501.02,,,3431.3,,38.63,,,195,-11.1,,,,,58.5,10.5,564.8,17.88,9.43,903,24.51,11.91,36.75,10.41,10.6,10.82,968,23560,209.55,21.55,1.4,,,,,,,,,
53,Yunan,1961,1899.86,280.39,1619.47,22.9,170.1,5.66,111.6,798.1,11.16,126,11.24,131.8,500.03,0.26,3.02,455.53,,547.1,484.99,,,3437.3,,19.73,,,192.2,-11.5,,,,,51,7.28,398.7,8.88,5.98,580,11.02,6.26,17.1,10.11,3.52,3.87,964,20525,169.57,15.73,1.52,,,,,,,,,
53,Yunan,1962,1963.72,275.03,1688.69,24.5,167.4,4.69,98,843.7,13.64,138,12.99,136,534.5,0.37,3.53,471.34,198.4,657.9,481.98,,784.7,3294,,19.17,,,96,-13.7,,,,,43,6.55,344.5,7.18,5.56,401,3.42,3.03,11.11,8.93,1.52,1.85,963,21106,139.98,11.55,1.35,,,,,,,,,
53,Yunan,1963,2021.08,247.41,1773.67,25.63,174.8,4.69,95,868.9,14.01,140.3,13.12,135.8,537.15,0.44,2.9,506.66,215.02,782.45,529.41,,,3305.3,,21,4.17,0.18,90.9,-16.3,,,,,42.8,7.11,372.4,7.65,5.4,403,5.06,4.23,18.49,9.76,2.41,2.64,963,21636,143.31,10.47,1.08,,,,,,,,,
53,Yunan,1964,2088.44,296.1,1792.34,29.25,200.1,5.16,94,883,16.18,162.9,14.75,153.8,606.71,0.59,6.93,546.98,226.07,819.27,638.9,,819.3,3384,,19.9,,0.34,99.6,-20.8,,,,,50.1,8.19,431.6,8.67,5.92,418,5.56,5.19,28.45,11,4.01,4.26,963,22063,201.19,12.87,0.98,,,,,,,,,
53,Yunan,1965,2160.36,261.39,1898.97,33.62,233.1,5.03,99.3,905.5,17.31,174,14.63,152.3,586.95,0.57,8.75,568.74,239.63,960.82,687.56,,853.3,3371.3,,19.24,,0.33,92.4,-15,,,,,55.7,11.01,577.5,10.3,8.15,536,7.52,6.47,41.09,13.88,8.03,8.8,1261,23668,316.72,21.52,1.01,,,,,,,,,
53,Yunan,1966,2231.86,273.92,1957.94,36.39,255.7,5.44,100,909.5,18.37,184.6,15.72,163.5,628.62,0.52,7.26,582.11,,937.03,705.91,,,3401.3,,18.21,18.5,0.47,111.1,-7.5,,,,,62.3,12.18,656,13.88,8.78,640,10.9,8.66,46.9,18.24,10.77,11.42,1147,25507,244.53,18.22,1.04,,,,,,,,,
53,Yunan,1967,2287.13,276.09,2011.04,34.18,235.5,4.51,99.5,917,18.49,185.7,15.93,165.8,634.19,0.55,6.41,579.28,,806.17,698.9,,,3437.3,,16.03,,,97,-11,,,,,66.9,10.17,538.6,11.14,8.51,593,7.24,4.13,44.2,17.03,7.91,8.63,1147,25833,242.68,15.18,0.92,,,,,,,,,
53,Yunan,1968,2361.69,274.96,2086.73,26.51,178.7,1.53,99.6,948.4,17.36,174.4,14.83,154.3,587.03,0.4,5.4,594.72,,833.64,695.46,,,3341.3,,14.55,,,96.9,-12.5,,,,,71.7,4.74,267.1,3.34,2.56,240,0.42,0.6,12.5,6.03,3.94,4.25,1147,25833,243.74,11.48,0.52,,,,,,,,,
53,Yunan,1969,2422.79,271.19,2151.6,34.34,236.2,4.19,99.6,998.2,18.63,187,16.26,169.3,650.52,0.46,3.62,599.57,,882.69,712.85,,,3336,,15.02,,,118.6,-12.5,,,,,77.5,10.01,528.6,13.17,8.77,678,8.84,6.36,41.7,21.21,9.08,7.68,1148,25969,254.84,23.71,0.32,,,,,,,,,
53,Yunan,1970,2503.33,271.16,2232.17,38.52,270.7,7.93,99.8,1006,18.87,186.4,18.32,187.6,698.45,0.54,4.77,615.69,255.45,937.11,731.93,,,3462,,18.06,42.95,2.04,129.2,-12.5,,,,,88.6,13.38,726.3,19.48,9.67,893,12.21,8.92,62.4,27.66,9.54,10.31,1346,28200,271.21,41.09,,,,,,,,,,
53,Yunan,1971,2592.69,297.42,2295.27,43.47,291.8,8.44,100,1018.5,21.99,197,22.3,191.9,671.03,0.44,5.3,616.69,257.05,1018.87,733.06,31,763.3,3473.3,,22.08,40.63,1.74,108.5,-15,,,,,89,14.57,789.5,19.18,12.25,1036,16.72,11.15,74.4,31.38,9.23,10.31,1609,31128,346.63,45.17,0.11,,,,,,,,,
53,Yunan,1972,2663.08,312.2,2350.89,49.5,328.9,8.63,100.3,1022.6,24.84,217.9,23.76,200,735.06,0.32,5.94,631.35,263.84,1069.48,735.82,51.9,801.3,3474,,18.53,51.61,2.37,113.2,-30,,,,,91.3,16.89,910.3,21.43,14.04,1094,24.4,19.04,80.43,36.1,9.26,10.29,1629,39384,348.71,22.77,0.38,,,,,,,,,
53,Yunan,1973,2746.89,323.95,2422.94,54.57,362.4,9.2,100.1,1033.1,27.23,238.2,25.7,215.8,798.8,0.31,7.26,651.21,270.13,1179.91,748.93,90.3,849.3,3440.7,,14.99,66.11,2.84,119.5,-14.3,,,,,91.8,18.85,1003.2,23.77,15.97,1139,31.21,22.72,88.59,39.55,9.3,10.69,1629,39640,386.09,48.01,0.64,,,,,,,,,
53,Yunan,1974,2818.97,326.06,2492.91,51.78,349,8.77,100.4,1063.3,24.29,218.4,23.37,201.6,680.35,0.27,6.38,651.82,271.97,1224.73,719.96,121.5,856.7,3430.7,,14.43,78.13,3.38,97,-8.8,,,,,91.8,18.98,1005.2,22.43,17.52,1176,25.45,15.89,91.06,41.45,9.15,10.76,1681,40236,411.19,64.46,0.86,,,,,,,,,
53,Yunan,1975,2884.29,335.91,2548.38,54.29,367.1,8.59,100,1067.8,26.34,238.7,25.81,224.4,798.92,0.2,6.97,656.06,277.39,1216.22,708.31,154.2,870.7,3463.3,,8.71,75.48,3.98,116,,,,,,93.5,19.12,1025.3,22.73,17.89,1291,25.27,13.13,92.82,42.2,9.42,11.09,1681,40546,462.03,89.62,1.07,,,,,,,,,
53,Yunan,1976,2951.75,343.25,2608.5,49.27,332.6,5.08,100,1083.7,25.7,233,24.72,215.1,761.3,0.18,6.94,651.32,276.43,1210.4,694.52,176.4,884,3452,,7.79,65.43,4.25,103.1,,,,,,96.4,14.96,829.5,15.04,15.55,1123,7.9,7.21,73.79,34.25,8.53,10.02,1682,40878,452.59,125.06,1.1,,,,,,,,,
53,Yunan,1977,3024.59,351.65,2672.94,55.84,377.8,7.72,100,1095.4,24.36,220,23.6,204.6,730.2,0.15,5.11,647.67,278.82,1229.5,680.19,208.6,892,3524.7,,6.35,71.71,5.12,97.5,15,,,,,99.2,21.45,1117.3,23.66,20.92,1350,22.44,14.92,102.39,43.96,8.29,9.72,1682,41355,442.19,139.26,0.25,,,,,,,,,
53,Yunan,1978,3091.47,375.75,2715.72,69.05,459.8,11.76,100.1,1130.9,29.46,250.1,28.58,233,864.05,0.18,5.51,656.29,281.25,1297.93,707.75,243.2,902,3678,118.5,5.7,113.19,5.84,109.4,28,,,,,100.7,27.58,1441.3,31.73,23.92,1483,35.12,25.59,131.23,52.51,11.77,15.04,1705,41816,436.03,131.98,1.59,,,,,,,,,
53,Yunan,1979,3134.79,388.31,2746.48,76.83,474.1,11.41,100.7,1143.4,32.28,232.6,31.03,213.5,792.9,0.16,4.61,654.76,284.82,1309.8,702.09,292.3,910.7,3687.3,112.8,5.27,110.37,6.01,80.5,50,,,,,109.2,30.5,1524.9,34.86,25.33,1352,41.19,26.47,159,55.3,12.71,16.77,1731,44149,427.32,113.02,1.86,,,,,,,,,
54,Xizang,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Tibet Autonomous Region,1951,114.09,,,1.29,,,,,1.26,,,,15.32,,,,,,,,,128.74,4.73,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,
54,Tibet Autonomous Region,1952,115,,,1.32,,0.03,,,1.29,,,,15.53,,,246,,3.63,725,,,128.94,4.75,,,,,,,,,,,0.001,,,,,,,,,,0.004,,,,,,,,,,,,,,
54,Tibet Autonomous Region,1953,115.92,,,1.36,,0.03,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,0.76,0.03,,,,,,,,,,,,,,
54,Tibet Autonomous Region,1954,116.85,,,13.9,,0.03,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,0.21,0.03,,1988,,,,,,,,,,,,
54,Tibet Autonomous Region,1955,117.82,,,1.43,,0.03,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,,,,,,0.08,0.05,,2545,,,,,,,,,,,,
54,Tibet Autonomous Region,1956,118.72,,,1.62,,0.06,,,1.39,,,,16.79,,,266,,3.92,783,,,,,,,,,,,,,,,0.16,,,,1.6,,,,0.0003,0.17,0.71,,3763,,,,,,,,,,,,
54,Tibet Autonomous Region,1957,119.67,,,1.56,,0.14,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,2.53,,,,0.0026,0.01,0.24,,4702,,,,,,,,,,,,
54,Tibet Autonomous Region,1958,120.62,,,1.72,,0.03,,,1.41,,,,,,0.26,279,,4.11,821,,,,,,,,,,,,,,,0.17,,,,4.32,,,,0.0062,,0.08,,5648,,,,,,,,,,,,
54,Tibet Autonomous Region,1959,122.8,,,1.74,,0.22,,,1.28,,,100,18.29,,0.26,243,,5.62,707,,,133.47,5.05,,,,3.3,,,,,,,0.22,,,,4.58,,,,0.0088,0.09,0.29,,7343,1.63,0.17,,,,,,,,,,
54,Tibet Autonomous Region,1960,126.98,,,2.55,,1.02,,,1.49,,,127.4,20.59,,0.38,268,,6.18,777,,,142.67,5.75,,,,3.9,2.3,,,,,,0.66,,,,7.09,,,0.05,0.0296,0.8,0.99,,12534,4.15,0.37,,,,,,,,,,
54,Tibet Autonomous Region,1961,129.87,,,2.4,,0.51,,,1.63,,,139,22.51,,0.4,296,,6.83,859,,,153.33,5.73,,,,3.1,1.6,,,,,,0.22,,,,5.84,,,0.06,0.1,,0.32,,13368,5.33,0.36,,,,,,,,,,
54,Tibet Autonomous Region,1962,130.17,,,2.41,,0.3,,,1.77,,,147.8,23.96,,0.4,324,,7.48,940,,,161.07,5.72,,,,3.3,1.1,,,,,,0.12,,,,2.84,,,0.12,0.17,,0.24,,13589,5.3,0.32,,,,,,,,,,
54,Tibet Autonomous Region,1963,132.38,,,2.57,,0.2,,,1.93,,,163.2,26.52,,0.43,350,,8.07,1016,,,168.73,5.73,,,,4.3,1.1,,,,,,0.1,0.14,0.04,,2.52,,,0.34,0.25,,0.21,,13961,5.31,0.3,,,,,,,,,,
54,Tibet Autonomous Region,1964,134.67,,,2.83,,0.23,,,2.11,,,168.7,27.27,,0.46,402,,14.83,1098,,,177.2,5.85,,,,4.6,1.4,,,,,,0.13,,,,2.69,,,0.66,0.29,,0.32,,14264,5.91,0.32,,,,,,,,,,
54,Tibet Autonomous Region,1965,137.12,,,3.27,,0.22,,,2.32,,,181,29.07,,0.53,459,,12.58,1229,,,176.87,5.87,,,,5,2,,,,,,0.22,0.15,0.08,,1.97,,,1.06,0.28,,0.54,,14721,6.68,0.15,0.23,,,,,,,,,
54,Tibet Autonomous Region,1966,139.67,,,3.53,,0.11,,,2.46,,,194.7,31.39,,0.54,475,,12.27,1329,,,176.47,5.73,,,,5.9,2,,,,,,0.3,,,,3.33,,,2,0.3,0.7,0.79,,14975,7.5,0.2,0.25,,,,,,,,,
54,Tibet Autonomous Region,1967,142.41,,,3.78,,0.01,,,2.64,,,208.1,33.48,,0.6,509,,13.2,1447,,,190.2,6.2,,,,5,2,,,,,,0.33,,,,3.12,,,0.85,0.36,0.56,0.78,,15098,7.1,0.19,0.24,,,,,,,,,
54,Tibet Autonomous Region,1968,145.16,,,3.54,,-0.25,,,2.57,,,206.2,33.31,,0.56,487,,14.03,1418,,,189.13,5.47,,,,4.3,2,,,,,,0.14,,,,0.85,,,,3.5,0.17,0.21,,15098,6.36,0.17,0.19,,,,,,,,,
54,Tibet Autonomous Region,1969,148.05,,,3.48,,-0.34,,,2.46,,,182.5,29.22,,0.52,486,,13.31,1403,,,186.73,5.02,,,,4.3,2,,,,,,0.19,,,,0.51,,,,0.43,0.33,0.39,,15098,5.91,0.05,0.09,,,,,,,,,
54,Tibet Autonomous Region,1970,151.2,10.7,140.5,3.69,,-0.21,,,2.44,,,185.1,29.49,,0.6,484,,11.89,1423,,,188.73,5.53,,,,4.1,1.8,,,,,,0.38,,,,0.94,,,0.36,0.53,0.55,0.57,,15098,6.95,0.09,,,,,,,,,,
54,Tibet Autonomous Region,1971,155.38,12.31,143.7,4.01,,-0.13,,,2.53,,,202.8,32.18,,0.76,492,,14.9,1400,,,195.67,6.52,,,,4.2,2,,,,,,0.59,,,,1.3,,,0.75,0.63,0.89,0.89,,15142,8.39,0.18,0.04,,,,,,,,,
54,Tibet Autonomous Region,1972,159.28,13.66,145.62,4.25,,-0.15,,,2.41,,,182.9,28.89,,0.69,478,,18.63,1411,,,191.07,6.25,,,,3.9,2,,,,,,0.72,,,,2.24,,,2.03,0.69,0.91,0.91,,15487,12.36,0.32,0.09,,,,,,,,,
54,Tibet Autonomous Region,1973,162.92,16.05,146.87,4.61,,-0.26,,,2.64,,,233.8,37.36,,0.86,487,,19.28,1518,,89.31,189.07,6.27,,0.16,,4.5,2.6,,,,,,0.85,0.56,0.35,,4.52,,,2.38,0.75,0.98,0.98,,15487,14.62,0.46,0.1,,,,,,,,,
54,Tibet Autonomous Region,1974,166.12,17.02,149.1,4.89,,-0.21,,,2.81,,,269.1,43.25,,0.98,491,,18.79,1605,,103.77,187.93,8.43,,0.3,,8,2.3,,,,,,0.94,,,,5.2,,,2.94,0.98,1,1.05,,15852,18.45,0.82,0.14,,,,,,,,,
54,Tibet Autonomous Region,1975,169.11,17.65,151.46,5.14,,-0.3,,,2.85,,,279.7,44.58,,0.88,488,,18.04,1611,,110.57,196.33,9.09,,0.44,,8.6,2,,,,,,1.07,0.7,0.43,,6.19,,,3.4,1.05,1.09,1.09,,15852,21.04,1.2,0.2,,,,,,,,,
