pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
54,Tibet Autonomous Region,1976,172.4,19.07,153.33,5.42,,-0.21,,,2.96,,,298.2,47.8,,0.89,486,,20.09,1674,,118.33,190.93,9.24,,0.77,,9.8,2,,,,,,1.22,,,,7.04,,,3.6,1.05,1.09,1.09,,15852,22.69,1.71,0.25,,,,,,,,,
54,Tibet Autonomous Region,1977,175.62,19.55,156.07,5.81,,-0.11,,,3.1,,,295.2,50.01,,0.82,495,,21.8,1741,,122.29,190.53,9.53,,1.39,,10.5,2,,,,,,1.4,,,,7.9,,,4.26,1.21,1.31,1.31,,15852,23.59,1.89,0.22,,,,,,,,,
54,Tibet Autonomous Region,1978,178.82,20.22,158.54,6.65,,-0.16,,76.34,3.37,,1.4,304.5,51.34,,0.79,509,,24.83,1814,,151.13,205,10.54,,2,,9.7,2.1,,,,,5.53,1.84,,,,8.21,,,6.2,1.34,1.75,1.85,,15852,26.26,2.23,0.21,,,,,,,,,
54,Tibet Autonomous Region,1979,182.69,21.99,160.7,7.3,,-0.22,,80.55,3.5,,1.22,265.2,42.32,,0.79,508,,24.7,1817,,152.81,206.93,10.33,,1.69,0.2,5.8,2,,,,,5.68,2.02,1.15,0.52,,6.05,,,6.78,1.53,1.97,2.08,,15852,24.8,2.49,0.15,,,,,,,,,
61,Shaanxi,1950,1400,137,1263,,,0.86,,,,,5.6,93,370.2,4.86,6.53,157,121,95,99,,246.8,4400.7,168.7,236,0.1,,,,9.17,9.16,0.0012,0.0012,,,,0.7,2.47,60.8,,,,0.31,,0.1,447,3294,81.81,4.91,0.27,5282,43,36,46,353,53755,135921,45056,357965
61,Shaanxi,1951,1485,148,1337,,,1.35,109.8,,,,6.76,106.7,424,8.34,6.79,181,139,157,115,,268.4,4574.7,167.3,263.3,0.2,,,,17.99,17.99,0.0018,0.0011,,,,0.88,2.82,84.9,,,,0.4,,0.6,447,3849,105.5,5.56,0.42,,,,,,,,,
61,Shaanxi,1952,1528,160,1368,12.9,100,1.81,108.4,,8.4,100,6.42,100,397.5,7.34,6.93,204,158,179,164,0.01,301.4,4612.7,165.3,304,0.5,,,,49.87,49.85,0.023,0.001,,1.9,100,1.14,3.65,103.4,,,,0.61,,1,447,3863,148.07,8.2,0.47,,,,,,,,,
61,Shaanxi,1953,1615,175,1440,17.4,123.6,2.42,103.5,,11,117,8.65,119.2,481.5,8.59,6.24,238,180,175,243,0.01,334.2,4665.3,152.7,296.7,0.5,,92.6,-2.9,45.24,45.18,0.059,0.001,,2.8,147.8,1.47,4.94,115.8,,,,0.9,2.2,2.1,447,4115,140.09,10.74,0.61,,,,,,,,,
61,Shaanxi,1954,1651,183,1468,20,140,2.94,101.1,,12.3,129.3,9.23,125.9,504.5,9.12,5.41,260,195,185,297,0.02,353.2,4672,142.7,286.7,1,,127.5,-15.5,57.77,57.27,0.504,0.001,,3.7,194.2,1.7,6.53,102.6,,,,1.42,3.43,2.4,597,4178,152.54,12.69,0.72,,,,,,,,,
61,Shaanxi,1955,1716,245,1471,20.6,143.9,2.95,100.8,,11.4,122.7,8.02,112,451.5,7.56,5.88,66,200,176,279,0.2,372.3,4694,163.3,282,2.6,,106.1,-26.9,66.35,50.85,15.495,0.008,,4.9,250.9,2.26,6.76,119.8,0.03,,,1.62,3.78,3.6,597,4895,153.17,14.31,0.88,,,,,,,,,
61,Shaanxi,1956,1756,269,1487,27.1,182.2,3.28,99.1,,14.9,145.9,10.68,136.4,543.5,9.95,7.14,259,191,198,280,0.6,456.6,4939.3,168,313.3,4.1,,96.6,-29.1,91.8,,26.5,65.2,,6.5,355.6,3.37,8.08,151.8,0.06,,,2.43,8.54,7.9,634,5524,185.88,19.65,2.23,,,,,,,,,
61,Shaanxi,1957,1803,285,1518,25.6,174.7,3.4,101.8,,13.2,134.7,9.18,122.3,444,11.62,6.34,254,190,274,285,0.8,505.7,4852.7,168,321.3,4.5,0.01,88.4,-7.8,,,,,,6.1,327.8,3.01,8.35,180,0.06,,,2.77,5.6,5.6,633,7048,187.91,25.32,2.51,,,,,,,,,
61,Shaanxi,1958,1832,443,1389,31,224.7,7.41,98.2,,13.5,154.1,15,141.4,513.5,13.25,7.42,246,180,261,348,2.7,553.9,4859.3,153.3,311.3,6.6,0.04,110.5,-15,,,,,,10.8,613.3,8.61,11.29,463.6,0.38,,0.68,4.74,7.72,7.7,984,9304,230.54,32.92,3.22,,,,,,,,,
61,Shaanxi,1959,1881,469,1412,35.6,240.9,9.9,100.3,,12.7,136.5,14.21,131.6,474,11.09,6.12,237,173,274,380,5.3,588.5,4326.7,148,301.3,6.6,0.2,128.1,-20.2,,,,,,14.9,799.8,14.4,14.85,568.5,1.25,1,6.1,7.4,10.75,10.8,984,11788,254.66,42.44,3.4,,,,,,,,,
61,Shaanxi,1960,1944,498,1446,38.3,250.5,10.46,101.3,,12.6,121.8,14.9,124.3,409.5,7.29,3.66,230,165,246,396,8.4,597.4,4661.3,144.7,286,6.7,0.44,108.9,-15.3,,,,,,17.2,944.6,23.07,14.39,626.3,2.85,5,50.57,10.07,12,12.1,969,13114,287.36,49.39,4.21,,,,,,,,,
61,Shaanxi,1961,1969,377,1591,31.6,166.8,6.72,126,,15.6,107,17.77,103.7,376,5.06,2.63,214,151,213,414,9.7,606.8,4736,113.3,260,4.4,0.7,90,-1.2,,,,,,8.4,429.8,10.24,9.64,458.7,1.45,2,18.61,8.97,3.23,3.5,969,13114,247.56,38.29,4.27,,,,,,,,,
61,Shaanxi,1962,2008,352,1656,26.9,150,5.72,96.5,674,13.4,102.4,15.2,99.9,400,4.5,1.95,204,149,232,421,12.5,626.2,4790,92,193.3,4.9,1.03,82.6,-2,,,,,71,7.3,365.3,7.57,9.09,419.7,0.71,,17.88,8.99,1.6,1.8,968,13240,204.33,27.11,3.62,,,,,,,,,
61,Shaanxi,1963,2056,360,1696,27.4,163.9,5.42,91.4,682,13.1,115.2,14.68,111.3,440.5,6.5,3.32,209,152,294,427,17.3,660,4779.3,112,253.3,4.8,1.18,91.2,-5,,,,,70,8.1,409.2,9.27,9.02,481.5,0.75,1,23.91,9.88,2.03,2.4,973,13244,209.75,27.02,3.3,,,,,,,,,
61,Shaanxi,1964,2100,324,1776,29.3,183.6,5.86,97,708,13.3,126.2,14.67,119.6,447.5,6.64,3.98,217,153,319,423,20,698,4846.7,124,280,6.4,1.22,87.5,1.5,,,,,74,9.4,488.1,11.82,10.92,409.7,0.83,2,40.27,11.51,3.02,3.4,973,13583,261.57,29.12,3.23,,,,,,,,,
61,Shaanxi,1965,2144,334,1810,35.9,242.4,6.55,97.5,714,17.5,173.1,19.39,166.7,607.5,11.47,5.47,231,156,337,408,24.3,628.8,4881.3,126.7,268.7,18.4,1.57,93.5,5,,,,,89,11.8,673.6,15.85,15.83,394.3,1.35,3,54.86,14.48,5.39,5.6,973,14602,326.3,32.69,3.21,,,,,,,,,
61,Shaanxi,1966,2194,344,1849,40.5,267.3,8.39,99.8,735,16.6,158.8,18.17,149.3,589.5,11.2,5.29,249,162,484,453,26.1,687.8,4916,117.3,268,28.8,2.58,91.9,,,,,,86,16,904.6,22.71,20.2,422.4,3.18,6,72.71,18.34,7.18,7.8,971,17673,292.43,42.25,3.16,,,,,,,,,
61,Shaanxi,1967,2244,363,1869,36.8,244.6,6.19,99.1,747,16.9,159.6,17.86,146.7,559,10.17,4.87,256,164,443,469,29.9,689.9,4674,111.3,274.7,30.3,2.58,74.7,,,,,,86,12.2,692.9,17.75,17.25,278.1,2.76,4,31.67,15.75,4,4,971,18261,306.07,47.26,2.36,,,,,,,,,
61,Shaanxi,1968,2295,370,1917,28.1,185.4,3.37,100.4,756,14.8,140.6,15.46,126,485.5,7.28,3.56,262,169,341,447,33.9,688.4,4534,87.3,269.3,14,2.66,68.6,5,,,,,90,7,398.4,8.37,13.11,364,1.42,2,22.05,13.64,3.05,3.2,971,18548,309.47,42.33,1.5,,,,,,,,,
61,Shaanxi,1969,2348,375,1985,40.7,269.2,7.54,9.6,781,17,160.9,17.75,144.7,572.5,9.36,4.46,261,159,275,461,43.3,733.6,4568,96,261.3,30.6,3.4,91.2,25,,,,,104,16,916,25.2,20.45,483,2.82,5,48.6,21.32,7.21,8.2,971,19626,320.85,63.61,1.25,,,,,,,,,
61,Shaanxi,1970,2428,396,2032,46.8,335.2,9.78,99.9,769,18.9,173.2,20.31,159.9,601,9.16,4.81,267,181,449,515,66.2,836.4,4661.3,102,267.3,32.6,3.7,96.2,25,,,,,127,20.4,1404.2,41.54,25.93,673.9,4.51,8,74.49,26.88,18.83,17.1,993,21125,353.61,89.29,0.1,,,,,,,,,
61,Shaanxi,1971,2492,397,2095,57.7,96.8,11.62,99.8,788,22.7,187.2,24.08,176.7,660,11,5.05,273,174,640,572,106.2,964.8,4435.3,98.7,262.7,34.7,4.24,106.4,15,,,,,140,25.9,1779.1,36.58,24.92,821.6,7.41,13,99.19,34.77,20.87,22.5,993,22455,375.6,114.56,0.2,,,,,,,,,
61,Shaanxi,1972,2554,404,2150,57.8,407.6,13.57,100.6,785,20.8,177.7,21.82,162.4,627.5,7.89,5.23,271,175,819,545,132.8,997.2,4377.3,116.7,262,38.6,5.84,105.6,17.5,,,,,158,27.2,1892.9,37.23,23.8,949.1,10.14,14,116.15,38.83,20.81,21.3,1197,24475,381.48,108.75,0.84,,,,,,,,,
61,Shaanxi,1973,2610,415,2195,59.6,418.2,14.1,101,787,22.2,182.5,23.48,175.1,675,13.31,5.82,272,177,711,585,175.8,1054.6,4381.3,130.7,260,50.9,6.77,118.9,3.2,,,,,154,26.7,1908.1,37.74,29.48,1081.6,12.71,18,135.4,37.18,16.82,17.8,1197,25644,419.33,112.73,1.51,,,,,,,,,
61,Shaanxi,1974,2655,420,2235,62,433.2,13.97,100.8,786,23.2,189.6,25.29,187.7,750,9.5,6.21,266,173,611,577,227.1,1127,4364.7,125.3,258,46.7,8.48,131.8,2,,,,,156,27.7,1980.6,39.54,29.9,1071.6,13.67,18,145.11,37.09,14.23,15,1197,28909,435.23,120.53,2.28,,,,,,,,,
61,Shaanxi,1975,2692,435,2257,64.9,454.9,15.23,100.3,792,23.8,193.7,26.71,198.1,810.5,8.5,7.5,257,169,721,594,274.1,1179.1,4368.7,125.3,262.7,53.6,8.59,141.6,-7.1,,,,,160,29.9,2133.1,44.29,32.56,1139.5,15.15,18,161.85,43.86,13.89,14.9,1196,32706,448.37,138.76,2.52,,,,,,,,,
61,Shaanxi,1976,2722,437,2285,62.9,443.9,13.6,100.8,794,23.8,193.9,26.16,196.1,776,7.03,7.13,244,163,830,533,316.2,1170.2,4300.7,135.3,262.7,57.4,10.32,127.5,-10,,,,,162,27.8,2007.3,40.01,33.09,1168.2,12.87,19,149.73,46.19,11.87,12.9,1552,36723,442.84,168.1,2.57,,,,,,,,,
61,Shaanxi,1977,2751,443,2308,70,498.6,15.02,100.6,784,24.1,196.7,25.39,192.7,776.5,10.03,6.76,241,165,819,577,342.5,1240.6,4418.7,136.7,258,65,11.52,125.3,,,,,,169,33.9,2450.9,46.64,37.14,1478.5,15.69,17,191.2,55.73,12.01,13.8,1552,37694,427.13,196.9,2.87,,,,,,,,,
61,Shaanxi,1978,2779,454,2326,81.1,553.4,19.76,100.5,766,24.7,193.6,26.88,199,800,10.54,5.65,243,162,789,602,391.3,1212.5,4494.6,130,252.7,109.2,11.07,104.8,,,,,,193,42.1,2811.2,55.57,42.16,1665.6,24.29,17,210.66,66.1,15.99,20.4,2005,38416,450.51,196.24,3.44,,,,,,,,,
61,Shaanxi,1979,2807,469,2338,94.5,594.9,16.8,100.6,794,32.5,211.2,33.83,223.6,909.5,10.25,9.59,245,159,822,649,434.1,1237.9,4304.4,135.3,250.7,132,11.7,122.6,15,,,,,191,44.7,2887.1,57.83,45.4,1782,22.98,15,221.91,71.29,15.59,21.2,2005,33689,455.68,187.82,4.03,,,,,,,,,
62,Gansu,1950,1012.56,88.43,914.13,,,0.49,,,,,4.22,80.8,220.14,0.33,5.5,258,179,90,457,,314.1,2712.4,116.4,19.4,,,,,6.94,69.4,,,,,,0.4,1.11,19.43,,,0.22,0.06,,0.2,50,3878,35.97,2.42,0.16,1342,13,20,31,58,13651,32599,9984,47847
62,Gansu,1951,1037.42,101.23,936.19,,,0.82,120.12,,,,4.75,90.9,251.72,0.39,6.64,73,192,98,502,,325.3,2882.2,134,21.4,,,,,22.74,22.74,,,,,,0.6,1.4,23.79,,,0.3,0.07,,1,50,3908,38.98,2.38,0.17,,,,,,,,,
62,Gansu,1952,1064.69,102.22,962.47,13.32,100,1.12,103.34,,8.66,100,5.23,100,267.72,0.34,6.33,297,207,106,558,,326.1,2983.5,139.6,20.3,,,,,51.3,51.28,0.018,,,1.73,100,0.85,1.56,33.08,,,0.27,0.1,,1.4,50,4042,63.29,3.27,0.26,,,,,,,,,
62,Gansu,1953,1099.59,110.33,989.26,13.86,105,1.21,103.37,,8.87,102.5,5.02,96.1,261.3,0.27,4.8,318,223,107,623,,338,3111.8,118.4,15.8,,,49,-2.5,44.47,44.42,0.047,,,1.8,110.9,1.21,1.62,48.66,,,,0.15,2.07,2,406,4489,62.33,3.84,0.26,,,,,,,,,
62,Gansu,1954,1118.39,118.24,1000.15,16.3,121.8,1.43,98.66,,10.43,120.5,6.13,117.3,317.19,0.27,5.86,339,234,105,686,,362.7,3117.1,131.7,15.5,,,72.2,-5,55.25,54.23,1.019,,,2.44,146,1.52,2.01,71.46,,,,0.24,2.13,2.8,406,5014,65.75,4.34,0.34,,,,,,,,,
62,Gansu,1955,1155.04,126.41,1028.63,17.82,134.5,1.54,99.29,,10.51,125,6.58,125.5,330.76,0.38,7.28,350,237,112,686,,384.7,3151.9,159.8,15.9,,,74.9,-10.3,67.23,58,9.232,,,3.75,193.1,2.02,2.16,91.76,,,,0.35,3.72,3.6,406,6048,74.42,5.38,0.45,,,,,,,,,
62,Gansu,1956,1218.37,155.93,1062.44,21.17,159.6,1.83,97.88,,11.22,141.9,7.56,144.2,380.06,0.63,8.23,363,243,141,657,,413.1,3227.6,166.9,28,,,73.9,-10.3,92.5,,58,34.5,,5.08,271.3,2.89,2.1,98.22,,,0.01,0.61,7.79,8.3,715,10044,104.88,8.45,0.72,,,,,,,,,
62,Gansu,1957,1255.06,169.42,1085.64,20.11,155.9,2.04,102.43,,9.65,124.6,7.02,132.4,315.63,0.57,6.52,366,241,178,667,,429.7,3147.8,150.7,23.5,,,85.2,-20.7,,,,,,5.63,304,3.77,2.58,155.76,,,0.9,0.97,5.97,7.6,715,11372,118.99,10.5,0.79,,,,,,,,,
62,Gansu,1958,1281.48,188.86,1092.64,22.81,182.6,4.33,98.21,,9.26,128.7,7.78,146.8,339.58,0.88,6.35,341,222,152,689,,472,3248.1,156.4,35,,,105.5,-21.8,,,,,,8.07,434,7.05,3.17,400,1.4,,41.33,2.94,10.47,9.9,1825,18867,175.21,14.51,1.16,,,,,,,,,
62,Gansu,1959,1293.12,217.75,1075.37,23.73,186.7,6.58,101.71,,7.59,104.7,7.16,42.6,289.6,0.7,6.1,300,194,119,723,,500.2,3068.4,179.2,36.2,,,124.6,-16,,,,,,10.21,524.5,12.1,5.19,480,1.7,0.5,52.66,8.42,17.2,12.7,1856,20466,190.35,17.6,1.52,,,,,,,,,
62,Gansu,1960,1244.04,219.53,1024.51,17.82,141.3,7.19,101,,4.57,63.3,5.31,31.6,200.57,0.47,3.07,255,161,62,706,,498.6,3134.6,180.7,42.8,,0.08,62.4,4.9,,,,,,8.91,465.8,13.84,6.33,460,2.92,1,54.5,13.92,14.77,11.2,1880,20651,165.03,20.88,2.15,,,,,,,,,
62,Gansu,1961,1210.82,189.37,1021.45,11.75,88.4,2.46,119.4,,4.7,57.2,4.53,26.9,195.47,0.1,2,233,150,65,600,,498.6,3002.5,111.7,10.6,,0.07,48.7,13.7,,,,,,3.76,200,5.79,3.05,213.49,0.03,,3.37,5.65,3.38,2.3,1938,20172,81.75,12.32,1.65,,,,,,,,,
62,Gansu,1962,1240,169.88,1070.12,12.75,93.3,2.51,105.85,,5.15,58.9,4.55,85.8,210,0.07,1.43,235,150,113,624,,515.5,3070.5,86.1,9,,0.13,36.9,11.5,,,,,,3.9,208.1,8.57,2.81,185.08,0.21,,16.41,8.82,2.4,1.5,1938,20172,60.24,8.37,1.4,,,,,,,,,
62,Gansu,1963,1249.17,170.95,1078.22,16.25,118.7,2.98,99,,6.66,75.8,6.21,117,290.1,0.18,4.18,254,158,167,701,,497.2,3056.6,103.9,10,,0.12,34.6,17.5,,,,,,5.85,306.2,10.7,2.56,194.74,0.29,,24.01,10.68,3.67,2.3,2015,21267,74.2,8.62,1.26,,,,,,,,,
62,Gansu,1964,1290.03,185.49,1104.54,19.66,146.7,3.3,93.68,,6.88,90.3,6.82,128.5,303.35,0.25,6.67,278,168,208,711,,510,3130.2,127.4,11.4,,0.09,42.1,12.4,,,,,,8.65,412.9,12.85,2.88,180.4,0.49,0.1,43.42,15.92,5.22,3.9,2015,21047,109.13,9.86,1.13,,,,,,,,,
62,Gansu,1965,1345.44,212.52,1132.92,24.98,182.9,3.78,96.97,,7.74,104,7.93,149.6,371.3,0.36,8.36,304,172,224,924,,531.9,3148.8,136.1,11.9,,,49,5,,,,,,12.74,581.7,16.1,4.05,197.43,0.82,0.1,62.99,19.95,9.03,6.9,2017,22003,165.34,12.45,1.18,,,,,,,,,
62,Gansu,1966,1392.97,224.04,1168.93,24.23,18.02,4.38,97.26,,6.78,86.6,6.43,121.4,305.97,0.36,6.65,318,176,202,926,,572.8,3262.4,131.3,11.1,,,43.3,15,,,,,,13.08,630.7,21.29,5.2,240.49,2.75,0.6,65.3,24.21,12.06,9.3,2044,22715,153.1,14.81,1.12,,,,,,,,,
62,Gansu,1967,1438.07,221.21,1216.86,23.08,152.7,3.18,101.8,,6.77,86.4,8.32,156.9,392.75,0.34,7.54,324,177,209,920,,601.9,3166.4,135.4,11.1,,,54.1,20,,,,,,11.92,456.6,15.78,4.68,184,1.96,0.5,47.34,22.89,7.23,6.3,2037,22943,140.76,16.09,0.84,,,,,,,,,
62,Gansu,1968,1488.13,225.01,1263.12,23.37,171.3,3.1,100,,7.95,97,7.42,140,342.8,0.26,6.18,331,,218,906,,624.3,3119.2,117.8,10.3,,,52.8,10.1,,,,,,11.7,552,18.66,4.23,264.1,1.09,0.3,43.93,24.08,5.68,5.2,2045,23023,142.93,13.45,0.52,,,,,,,,,
62,Gansu,1969,1533.17,226.74,1306.43,27.28,202.4,4.66,99.48,,7.91,98.3,7.84,148,365.73,0.31,6.97,341,,201,877,,647.4,3114.6,124.3,10.3,,,53.9,10,,,,,,15,743.9,26.39,4.93,332.33,2.22,1,69.63,31.74,8.26,7.5,2138,23944,146.12,21.71,0.36,,,,,,,,,
62,Gansu,1970,1585.66,229.23,1356.43,34.5,247.8,5.99,98.8,,8.28,104.8,8.75,165.1,412.1,0.46,7.86,349,,295,921,,658.2,3187.9,125.1,17.3,,0.14,63.1,7.5,,,,,,21.05,1001.6,34.05,8.23,479.2,4.11,2,80.34,41.67,10.73,10.3,2133,27155,157.28,36.09,0.05,,,,,,,,,
62,Gansu,1971,1640.64,227.59,1413.05,37.87,268,13.91,100,,8.33,104.6,12.32,167.1,429.2,0.4,6.19,358,197,388,998,,683.9,3133,125.6,16.6,,0.59,64.9,10,,,,,,24.62,1133.4,36.81,8.72,610.33,6.85,2,85.7,51.28,10.18,11.1,2223,29580,188.3,43.07,0.39,,,,,,,,,
62,Gansu,1972,1692.18,256.73,1435.45,41.17,283.5,14.18,99.9,,9.88,106.2,13.29,180.2,444.78,0.46,8.12,356,202,381,959,,719.2,3112,141.3,19.9,,1.15,68.2,10,,,,,,24.7,1180.2,37.41,9.75,616.17,8.28,3,94.64,57.15,11.13,10.5,2244,30628,212.28,50.8,0.45,,,,,,,,,
62,Gansu,1973,1742.14,263.81,1478.33,43.85,301.2,15.19,100.1,,10.96,123.6,12.73,172.6,398.48,0.41,7.56,365,204,41,978,,775.1,3059,144.1,16.3,,3.13,58,32.5,,,,,,25.43,1194.1,39.6,10.27,646.94,8.42,3,90.78,70.36,10.77,10.4,2246,31977,232.4,50.23,0.73,,,,,,,,,
62,Gansu,1974,1778.69,265.65,1513.04,49.59,342.5,16.12,100.1,,13.39,141.2,15.79,214.1,500,0.39,8.37,367,203,321,1006,,863.8,3066.4,158.1,15.4,,4.13,91.7,29.2,,,,,,28.27,1341.2,43.12,11.39,730.05,8.74,3,110.27,81.98,10.86,10.4,2245,32864,259.98,51.27,0.83,,,,,,,,,
62,Gansu,1975,1804.02,265.04,1538.98,57.37,398.5,17.17,99.8,,14.34,162.6,16.6,225.1,551.7,0.32,9.62,362,204,425,1008,,931.7,3024.5,175.5,15.2,,6.53,98.7,-5.2,,,,,,33.85,1595.6,50.29,12.84,836.6,9.13,4,140.87,95.16,11.4,11,1911,33694,314.8,63.08,0.95,,,,,,,,,
62,Gansu,1976,1825.96,273.28,1552.68,56.45,399.6,18.02,100.2,,13.55,153.8,15.43,209.3,480.5,0.34,8.4,356,204,555,955,,823.6,2965.5,175.4,15.1,,6.51,87.6,,,,,,,34.43,1627.5,51.52,13.47,892.33,10.86,5,141.6,106.64,8.56,8.3,1909,34535,333.73,81.48,1.07,,,,,,,,,
62,Gansu,1977,1847.46,274.37,1673.09,58.72,404.5,17.21,99.89,,13.51,152.4,15.71,213,494.29,0.37,9.9,360,208,525,998,284.3,842.8,2971.6,175.8,12.2,,7.92,74,20,,,,,,35.28,1671.9,53.8,14.23,963.88,13.33,6,145.76,113,7.91,7.7,1909,34382,333.87,105.21,1.18,,,,,,,,,
62,Gansu,1978,1870.05,269.44,1600.61,64.73,458,20.53,100.5,,13.21,146.3,16.26,220.5,510.55,0.34,8.6,366,205,475,1043,316.1,848.7,2996,166.8,10.7,,7.68,64.6,35,,,,,,39.04,1923.5,58.7,14.67,978.33,15.39,7,155.66,114.48,9.67,9.3,1907,34521,339.85,106.63,1.3,,,,,,,,,
62,Gansu,1979,1893.79,279.89,1613.9,67.51,464.4,18.46,100.9,,12.89,127.9,14.87,201.7,461.35,0.2,8.46,373,211,440,1113,342.9,846.5,2968.3,160.9,7,15,7.1,55.1,60,,,,,,40.98,2017.6,61.73,14.79,874.9,17.03,7,170.36,120.22,11.62,11.2,1909,33410,334.51,101.79,1.53,,,,,,,,,
63,Qinghai,1950,141.83,,,1.34,82.74,,,,1.07,92.8,0.62,,31.84,,0.88,262.97,,11.92,536.61,,52.9,320,23,,,,,,,,,,,0.09,66.67,0.04,0.17,4,,,,0.01,,0,,1226,,,,50,1,,,13,773,1720,845,4811
63,Qinghai,1951,156.23,,,1.48,91.67,0.04,117,,1.13,99.2,0.65,,34.01,,1.62,272.77,,12.9,571.35,,56.6,327.2,32.4,,,,,,22.81,22.81,,,,0.1,83.33,0.05,0.19,7,,,,0.01,,0,,1226,,,,,,,,,,,,
63,Qinghai,1952,161.38,8.38,153,1.63,100,0.1,103.2,62.41,1.2,100,0.7,100,37.13,,1.62,290.88,,14.15,642.64,,64.6,335,32.6,,,,,,27.8,27.79,0.018,,1.07,0.12,100,0.05,0.22,10,,,,0.01,,0.1,,1346,8.81,0.12,0.28,,,,,,,,,
63,Qinghai,1953,164.01,9.35,154.66,1.74,101.79,0.11,98.6,61.87,1.24,96.8,0.67,88.9,33.13,,0.93,310.85,,13.07,724.31,,110,347.4,18.9,,,,7.8,0.4,35.23,35.8,0.038,,1.21,0.2,166.67,0.09,0.26,12,,,,0.02,0.27,0.3,,3065,9.09,0.17,0.37,,,,,,,,,
63,Qinghai,1954,173.24,11.54,161.7,2.35,136.31,0.27,104.2,65.15,1.67,128.8,1.06,138.5,52.56,,1.53,335.01,,13.12,834.71,,75.2,354.4,22.7,,,,12,0.6,47.06,46.77,0.29,,2.64,0.24,200,0.12,0.34,19,,,,0.03,0.15,0.2,,3574,9.43,0.22,0.43,,,,,,,,,
63,Qinghai,1955,179.42,12.5,166.92,2.93,169.05,0.39,103.1,67.52,1.84,142.4,1.22,161.1,58.97,,2.79,363.04,,16.45,913.04,,85.9,361,37.1,,,,13.8,0.2,52.08,43.4,8.681,,2.56,0.51,400,0.19,0.47,26,,,,0.04,0.97,0.9,,5531,10.36,0.37,0.6,,,,,,,,,
63,Qinghai,1956,199.92,27.76,172.16,3.81,222.62,0.5,92.7,72,1.9,150.5,1.22,165.2,61.1,,1.7,386.68,,20.3,990.4,,104.6,385.1,37.4,,,,11.6,1.3,95.1,,3.1,92,5.22,1,791.67,0.35,0.65,20,,,,0.06,3.49,3.3,,7932,15.58,0.72,1.16,,,,,,,,,
63,Qinghai,1957,204.64,30.04,174.6,3.95,216.67,0.62,98.4,72.56,2.13,151.2,1.32,159.9,58.53,,2.05,413.52,,20.16,1086.52,,115.2,387.3,37.5,,,,15.8,1.8,,,,,5.72,0.78,591.67,0.53,0.65,48,,,,0.11,1.99,1.7,,8259,15.37,0.94,1.52,,,,,,,,,
63,Qinghai,1958,225,37.41,187.59,4.87,262.73,1.08,98.3,79.52,1.9,127.72,1.36,160,58.56,,2,227.59,,19.85,861.53,,121.5,393.3,42.9,,,,23.3,0.5,,,,,20.22,1.59,1254.43,1.04,0.75,110,,,0.03,0.21,3.68,3.7,,12713,26.82,1.55,2.64,,,,,,,,,
63,Qinghai,1959,260.01,57.77,202.24,6.94,373.77,2.57,98.5,86.77,1.93,127.02,1.26,146.6,52.13,,1.7,208.74,,17.56,773.3,,152.5,406.7,50.5,,,,24.1,5.5,,,,,21.2,3.03,1601.53,3.35,1.61,178,,,0.31,0.41,5.13,4.8,107,14779,25.86,1.85,3.23,,,,,,,,,
63,Qinghai,1960,248.65,70.07,179.23,7.68,409.47,2.91,100.2,84.24,1.89,118.73,1.11,123.1,41.35,,0.41,189.81,,10.75,740.98,,179.2,625.6,84,,,,18.3,6.3,,,,,21.36,3.22,2556.2,0.8,1.82,194,0.29,,1.63,0.83,5.23,4.7,205,15376,27.28,2.09,3.02,,,,,,,,,
63,Qinghai,1961,211.42,52.25,159.17,5.4,260.38,1.3,115.2,80.02,2.12,113.89,1.26,118.7,39.15,,0.47,196.64,,15.21,744.6,,146.1,541.9,44.9,,,,8.2,8,,,,,8.93,1.24,938.64,2.03,0.99,81,,,0.34,0.78,1.23,0.8,205,15447,15.03,1.31,1.96,,,,,,,,,
63,Qinghai,1962,205.01,35.19,169.82,4.59,226.9,0.56,99.5,86.42,2.17,130.45,1.09,115.9,41.46,,0.73,221.12,,24.14,783.6,,126.8,458,34.9,,,,6.8,6.1,,,,,4.91,0.82,599.41,1.13,0.63,59,,,0.35,0.75,0.52,0.3,205,15447,10.13,1,1.14,,,,,,,,,
